Grumpier old man	153	5	977437594
Toy Story	156	5	977249672
Toy Story	157	5	977249416
Jumanji	157	3	977249021
Toy Story	162	5	982104496
Toy Story	163	4	977213935
Jumanji	163	3	978234055
Grumpier old man	163	1	977322823
Grumpier old man	166	3	977297930
Toy Story	168	4	977177003
Toy Story	169	5	977199102
Grumpier old man	169	5	977202633
Toy Story	173	4	995304562
Toy Story	175	4	977113154
Toy Story	181	2	977088743
Toy Story	182	5	977085326
Toy Story	184	5	1038970374
Toy Story	186	5	977059438
Toy Story	187	4	977232655
Toy Story	190	3	977027054
Toy Story	193	4	1025569964
Toy Story	194	4	977014303
Toy Story	195	5	986048425
Jumanji	195	3	1015890397
Toy Story	198	5	976980054
Jumanji	198	3	977093666
Grumpier old man	199	3	977006289
Toy Story	202	4	976939841
Grumpier old man	202	3	976935376
Toy Story	204	4	978050004
Jumanji	204	4	978059164
Toy Story	213	5	976900243
Toy Story	214	4	976900595
Toy Story	215	4	979174987
Grumpier old man	216	5	976863351
Toy Story	220	5	976836351
Jumanji	222	3	976834893
Toy Story	223	5	976832460
Jumanji	223	5	976904147
Grumpier old man	223	4	976903556
Toy Story	224	3	976831787
Toy Story	225	4	977257251
Jumanji	229	3	976823236
Toy Story	230	3	976820070
Toy Story	231	5	1040445432
Toy Story	232	4	976812596
Toy Story	236	4	976765293
Toy Story	237	4	976761905
Toy Story	239	5	993359328
Toy Story	243	4	976749399
Jumanji	245	3	976827478
Toy Story	246	5	976728579
Toy Story	255	4	976683184
Toy Story	258	5	976671645
Jumanji	262	3	976661088
Toy Story	263	4	976651989
Toy Story	264	4	976714119
Jumanji	264	3	976727623
Jumanji	270	4	976654159
Toy Story	271	4	976636109
Jumanji	271	4	976678237
Toy Story	272	5	976695356
Jumanji	272	2	976695221
Toy Story	273	5	976774952
Toy Story	284	5	976570517
Jumanji	284	3	976574872
Grumpier old man	291	1	976564957
Toy Story	293	2	976561599
Jumanji	293	2	980973997
Toy Story	294	3	976542545
Toy Story	299	3	976659877
Toy Story	300	5	976506060
Toy Story	301	5	976505707
Jumanji	301	3	976504720
Grumpier old man	301	4	976584797
Toy Story	302	4	976505024
Jumanji	302	2	976506651
Toy Story	306	3	977365910
Toy Story	307	5	976486678
Toy Story	308	4	995833809
Jumanji	308	4	995837041
Grumpier old man	308	3	995837940
Toy Story	310	4	976482056
Jumanji	310	4	976483344
Grumpier old man	310	3	976481789
Toy Story	314	4	976751685
Grumpier old man	319	1	976423199
Toy Story	321	2	976417163
Jumanji	321	1	976416631
Jumanji	323	5	976973350
Toy Story	325	5	976402092
Grumpier old man	325	4	976403353
Toy Story	326	3	977605721
Toy Story	329	3	976393427
Jumanji	329	3	976472850
Grumpier old man	329	4	976473371
Toy Story	333	5	996356395
Grumpier old man	334	4	976379491
Toy Story	337	4	976349046
Jumanji	337	4	976350852
Toy Story	338	4	976347032
Grumpier old man	338	2	976346759
Toy Story	340	4	976342108
Toy Story	343	5	1003251499
Toy Story	346	5	976334600
Grumpier old man	347	3	976331216
Toy Story	350	5	976326454
Toy Story	351	4	976677602
Toy Story	352	4	976330185
Toy Story	355	4	976321278
Jumanji	355	2	977032551
Grumpier old man	365	3	976404863
Toy Story	366	3	976311000
Jumanji	366	3	978474514
Toy Story	368	3	976311812
Jumanji	368	4	976671174
Toy Story	369	5	976309628
Toy Story	372	4	976548746
Toy Story	376	4	980620359
Toy Story	378	4	976302158
Toy Story	380	4	976316203
Toy Story	385	5	976300183
Toy Story	386	2	976300599
Jumanji	387	4	977280197
Toy Story	389	5	976298977
Toy Story	392	4	976297032
Grumpier old man	392	3	976297475
Toy Story	395	3	976299298
Toy Story	402	4	976295369
Toy Story	403	4	976304372
Jumanji	403	2	976291961
Grumpier old man	403	4	976292433
Toy Story	411	5	997066018
Toy Story	412	4	976294055
Grumpier old man	412	3	976286964
Toy Story	413	5	976287901
Jumanji	413	4	976287988
Toy Story	417	4	976285594
Toy Story	418	4	976285897
Grumpier old man	419	5	976290611
Toy Story	420	4	983206889
Toy Story	424	4	976306643
Jumanji	424	4	976548635
Toy Story	425	3	976282933
Grumpier old man	427	3	976278737
Toy Story	428	4	976260419
Toy Story	429	5	976258377
Jumanji	429	2	976258780
Jumanji	431	2	976251032
Grumpier old man	432	2	976250364
Grumpier old man	433	1	976249444
Toy Story	434	5	976248571
Jumanji	436	4	976246312
Toy Story	437	4	976277994
Toy Story	438	5	976245352
Jumanji	438	3	980904468
Grumpier old man	438	3	976257148
Grumpier old man	439	3	979912023
Grumpier old man	442	3	978733133
Toy Story	444	4	976240730
Grumpier old man	445	4	976241134
Jumanji	449	1	976234595
Toy Story	451	5	976415081
Toy Story	453	3	976232941
Grumpier old man	453	3	976246177
Toy Story	456	5	976299858
Grumpier old man	457	4	976392228
Grumpier old man	461	3	976229360
Toy Story	462	3	976230643
Toy Story	463	5	976227510
Toy Story	467	4	976226815
Grumpier old man	467	4	976226347
Toy Story	474	5	976237654
Jumanji	474	5	976240071
Jumanji	475	4	976219986
Jumanji	476	4	976220372
Grumpier old man	476	3	976223306
Toy Story	478	5	976941051
Toy Story	479	5	976218440
Toy Story	482	2	1002083483
Grumpier old man	482	5	976217888
Toy Story	490	4	976215478
Toy Story	491	2	976214774
Toy Story	495	3	976215194
Toy Story	496	5	976505066
Toy Story	499	3	976215021
Grumpier old man	501	3	976211906
Toy Story	509	4	976206020
Jumanji	509	3	976206849
Grumpier old man	509	3	976296497
Toy Story	516	3	976279416
Toy Story	519	4	979336270
Jumanji	520	4	976226411
Toy Story	523	5	976193525
Toy Story	524	5	976167828
Grumpier old man	524	2	976171360
Toy Story	528	5	976245400
Grumpier old man	528	4	976159049
Toy Story	529	5	977449223
Toy Story	531	5	978643765
Jumanji	531	2	979157934
Grumpier old man	531	4	978646216
Toy Story	533	4	976295615
Jumanji	533	2	976219743
Toy Story	536	5	976138606
Toy Story	539	4	976140441
Toy Story	541	5	976124683
Jumanji	541	2	976126006
Grumpier old man	542	3	976120672
Toy Story	543	5	976156300
Grumpier old man	543	5	976215314
Toy Story	546	4	976068943
Toy Story	549	5	976070010
Jumanji	549	3	976071572
Grumpier old man	549	1	976071275
Toy Story	550	5	976066733
Jumanji	550	4	976157799
Grumpier old man	550	3	976167725
Toy Story	555	5	976055820
Toy Story	556	4	976055729
Toy Story	563	5	976044797
Jumanji	563	3	976045445
Toy Story	566	3	976039064
Jumanji	566	3	977360798
Grumpier old man	566	3	976041775
Grumpier old man	570	4	976001071
Jumanji	571	4	975998106
Toy Story	574	4	975991241
Toy Story	575	4	975989029
Toy Story	576	4	975981105
Toy Story	577	5	975979958
Toy Story	579	4	975977259
Grumpier old man	581	3	975966063
Toy Story	583	5	975957743
Grumpier old man	583	3	975958102
Toy Story	585	4	975949065
Toy Story	588	3	985731996
Toy Story	590	5	975913115
Grumpier old man	594	3	975899687
Toy Story	595	4	975896378
Grumpier old man	596	1	975893822
Toy Story	601	3	975880589
Jumanji	601	3	975880382
Toy Story	605	5	975869440
Toy Story	606	5	975869266
Toy Story	610	5	975861277
Toy Story	611	4	977155870
Toy Story	613	5	975812101
Toy Story	615	4	975806717
Toy Story	620	4	975800651
Grumpier old man	620	3	975801298
Grumpier old man	621	3	975799173
Toy Story	623	5	975793228
Toy Story	624	3	975787681
Jumanji	624	3	975788281
Toy Story	626	5	975819155
Toy Story	628	4	975781783
Toy Story	629	4	975784232
Jumanji	629	4	975783931
Toy Story	630	4	976207250
Toy Story	631	4	975778929
Toy Story	634	5	975774591
Jumanji	634	4	975774445
Toy Story	635	5	979142907
Toy Story	637	5	975739154
Toy Story	641	5	1019443119
Jumanji	641	4	975725638
Toy Story	645	5	975715505
Toy Story	646	5	975782835
Toy Story	653	3	975700204
Toy Story	656	4	975740103
Toy Story	660	3	975690271
Toy Story	662	3	975661584
Jumanji	662	4	975662161
Toy Story	664	4	975992648
Toy Story	669	5	975631430
Jumanji	669	4	975634729
Toy Story	676	5	975649112
Grumpier old man	676	5	975650279
Toy Story	678	5	975608685
Jumanji	678	4	989241476
Toy Story	681	4	975603446
Toy Story	685	3	975602509
Grumpier old man	687	5	975692867
Grumpier old man	689	4	975584261
Toy Story	690	5	975584052
Toy Story	691	4	1010907849
Toy Story	692	5	975779953
Jumanji	692	5	975739161
Jumanji	695	1	975559877
Toy Story	696	4	975563075
Toy Story	697	4	975560617
Toy Story	698	3	1015123819
Toy Story	699	4	975557923
Jumanji	699	3	975563652
Grumpier old man	699	3	975564441
Toy Story	701	3	979094230
Toy Story	702	4	975551677
Toy Story	705	4	975547527
Toy Story	707	5	975542819
Toy Story	710	5	975540360
Jumanji	710	4	975542961
Toy Story	712	4	975539400
Jumanji	712	3	975956768
Jumanji	713	1	975537517
Toy Story	714	5	975535074
Jumanji	714	4	975782657
Toy Story	715	4	975600607
Toy Story	716	5	976500370
Grumpier old man	717	3	975529811
Toy Story	718	5	975528326
Toy Story	719	4	975528288
Jumanji	720	3	975527759
Toy Story	721	3	975695147
Jumanji	721	3	975775039
Toy Story	722	5	975524460
Toy Story	726	5	975519140
Toy Story	729	5	975512206
Toy Story	731	5	975528946
Jumanji	731	5	975527781
Grumpier old man	731	4	975530847
Toy Story	733	5	975481380
Toy Story	735	4	975646419
Toy Story	736	3	1045710680
Toy Story	737	3	976058569
Toy Story	739	5	975475262
Toy Story	743	3	975625123
Toy Story	746	4	975469261
Jumanji	746	2	975469078
Toy Story	749	5	975477144
Grumpier old man	749	3	975478193
Toy Story	752	5	975610699
Grumpier old man	752	2	1029310273
Toy Story	753	5	975458133
Jumanji	753	3	975461406
Toy Story	754	4	975538937
Toy Story	755	4	997812961
Toy Story	757	3	975454506
Jumanji	757	3	975454037
Grumpier old man	759	3	975453492
Toy Story	761	4	975451381
Toy Story	765	5	975451744
Jumanji	765	3	975611990
Toy Story	770	4	975443050
Grumpier old man	770	2	975442781
Toy Story	774	3	975438800
Toy Story	776	5	975605122
Grumpier old man	776	1	975437209
Toy Story	777	3	975438109
Jumanji	777	3	975440088
Toy Story	780	4	975435937
Jumanji	780	3	975437867
Toy Story	781	3	975434906
Grumpier old man	781	2	975435708
Toy Story	783	4	975701689
Toy Story	788	4	975428905
Toy Story	791	5	981400121
Toy Story	795	4	975417180
Grumpier old man	797	3	975414096
Toy Story	798	3	975409257
Jumanji	798	5	975406385
Grumpier old man	800	4	975404385
Toy Story	801	5	975401059
Toy Story	802	5	975406133
Toy Story	808	4	975431123
Toy Story	809	3	975395592
Grumpier old man	809	3	975393880
Jumanji	810	3	975393422
Toy Story	813	5	975392914
Toy Story	816	3	975469547
Toy Story	817	5	975388686
Jumanji	817	4	975388896
Grumpier old man	818	3	975384767
Toy Story	822	5	975469145
Toy Story	823	3	975379771
Toy Story	832	3	975362713
Toy Story	839	5	975361217
Toy Story	840	5	986501545
Toy Story	843	4	975358071
Toy Story	844	4	975357399
Toy Story	849	4	975349940
Toy Story	851	4	975349655
Toy Story	854	4	975352017
Toy Story	855	4	975465974
Toy Story	858	5	975344295
Toy Story	865	4	975281416
Toy Story	866	4	975277666
Toy Story	869	5	975280276
Jumanji	869	2	975281371
Toy Story	877	5	975270288
Jumanji	877	3	975269440
Toy Story	880	5	975263581
Jumanji	880	3	975263498
Toy Story	881	3	975262478
Toy Story	885	5	975256222
Grumpier old man	885	4	975255810
Toy Story	888	4	975256770
Toy Story	889	4	975250071
Grumpier old man	889	2	975248484
Toy Story	890	5	975466476
Jumanji	890	5	980134186
Toy Story	891	5	975234143
Jumanji	893	1	975227364
Toy Story	894	5	975226944
Toy Story	895	3	975221333
Toy Story	896	4	975220319
Toy Story	899	4	975218175
Grumpier old man	899	1	975216698
Grumpier old man	901	3	975215215
Jumanji	911	4	975257515
Grumpier old man	915	1	975202953
Toy Story	918	4	978242166
Grumpier old man	921	3	975201818
Toy Story	924	4	975200860
Toy Story	925	4	975197649
Jumanji	925	1	975197772
Grumpier old man	925	4	975197976
Toy Story	926	5	975200372
Grumpier old man	927	3	975194989
Toy Story	929	5	975191572
Toy Story	931	4	975189541
Toy Story	933	5	975185671
Toy Story	934	5	975183970
Toy Story	935	3	975180985
Grumpier old man	935	4	975181668
Toy Story	936	4	975185622
Grumpier old man	937	4	975174316
Toy Story	938	5	975173033
Toy Story	940	4	975174566
Toy Story	946	5	975155333
Toy Story	948	3	975161991
Grumpier old man	948	4	975146261
Toy Story	949	5	975224711
Toy Story	951	5	975137937
Toy Story	953	4	975606798
Toy Story	954	4	975134874
Toy Story	955	4	975133999
Jumanji	955	3	975209633
Toy Story	956	4	975131154
Toy Story	957	5	977202089
Jumanji	959	3	986079097
Grumpier old man	959	4	975125065
Toy Story	963	4	975119749
Toy Story	967	4	975116058
Jumanji	971	4	975112025
Toy Story	973	4	975860648
Toy Story	977	3	975106685
Toy Story	979	4	988055769
Grumpier old man	979	5	991253395
Toy Story	980	2	975730859
Toy Story	983	4	975100822
Toy Story	984	4	975097755
Jumanji	984	2	975100759
Toy Story	985	4	975098627
Toy Story	990	4	975871998
Toy Story	996	4	975052910
Toy Story	997	4	975205507
Toy Story	1000	5	975041651
Toy Story	1001	4	976296608
Toy Story	1004	5	975045804
Jumanji	1004	4	975044501
Grumpier old man	1004	2	975052294
Toy Story	1008	4	975030379
Toy Story	1010	2	975220910
Jumanji	1010	1	975026860
Grumpier old man	1010	1	975222302
Toy Story	1014	3	975015612
Toy Story	1015	5	975017987
Jumanji	1015	3	975036198
Grumpier old man	1016	2	975011613
Toy Story	1017	4	975009586
Toy Story	1021	5	975008082
Grumpier old man	1027	4	975002506
Toy Story	1029	4	980037417
Toy Story	1032	5	974997699
Jumanji	1032	4	974999858
Grumpier old man	1033	2	974996217
Grumpier old man	1034	4	974996010
Toy Story	1036	5	974991657
Jumanji	1042	4	974969303
Toy Story	1044	3	975570555
Toy Story	1045	4	974965960
Toy Story	1050	4	974963037
Jumanji	1050	3	974963207
Toy Story	1051	5	974959121
Jumanji	1051	4	987219803
Grumpier old man	1051	5	974957901
Toy Story	1054	5	975101862
Toy Story	1055	5	974953210
Toy Story	1056	4	974953275
Toy Story	1057	5	974952896
Jumanji	1058	3	974958067
Toy Story	1059	5	974953956
Grumpier old man	1059	2	974967130
Toy Story	1061	5	974950066
Toy Story	1062	4	975050353
Toy Story	1063	4	974947400
Toy Story	1068	3	975015029
Toy Story	1072	5	974941593
Toy Story	1074	4	974940870
Toy Story	1076	5	974938627
Toy Story	1077	3	975986347
Jumanji	1080	5	974943639
Toy Story	1084	3	974946785
Grumpier old man	1084	4	974932905
Toy Story	1086	4	974933809
Toy Story	1087	5	974935394
Jumanji	1087	3	976132732
Toy Story	1088	4	1037238940
Grumpier old man	1088	3	1011259872
Toy Story	1094	4	974929632
Toy Story	1096	4	974928303
Jumanji	1096	3	974932759
Grumpier old man	1096	3	974934039
Toy Story	1097	4	974927812
Grumpier old man	1097	3	974929229
Toy Story	1100	2	974923663
Jumanji	1100	3	974924171
Toy Story	1101	4	974923024
Jumanji	1101	4	982008992
Grumpier old man	1106	4	974920732
Toy Story	1107	5	974919979
Jumanji	1109	1	975464172
Toy Story	1112	5	974949958
Jumanji	1112	2	974947050
Jumanji	1115	2	975362992
Toy Story	1116	4	974913902
Toy Story	1117	5	975691805
Grumpier old man	1118	2	974925150
Jumanji	1119	3	974912222
Toy Story	1120	4	974912041
Jumanji	1120	4	975437519
Grumpier old man	1121	3	1022868284
Toy Story	1124	5	974909280
Grumpier old man	1124	3	974913275
Toy Story	1125	5	974910990
Jumanji	1125	1	975625360
Grumpier old man	1127	1	975345439
Toy Story	1132	5	974888204
Jumanji	1132	4	974890509
Toy Story	1137	4	982910756
Toy Story	1140	4	974877859
Toy Story	1141	5	1005053594
Jumanji	1141	3	974878559
Toy Story	1142	4	974877362
Grumpier old man	1142	4	974875854
Toy Story	1145	5	974873913
Grumpier old man	1146	2	974873376
Toy Story	1150	2	975196744
Toy Story	1151	4	974869872
Jumanji	1152	2	974867742
Toy Story	1155	5	974866974
Grumpier old man	1157	4	974866318
Toy Story	1158	3	974864374
Grumpier old man	1161	2	974862482
Toy Story	1164	3	985230399
Toy Story	1167	2	974863438
Jumanji	1168	3	974933047
Grumpier old man	1170	2	974860628
Grumpier old man	1175	5	974858009
Jumanji	1176	4	974858401
Toy Story	1177	4	974857322
Toy Story	1179	4	974867084
Toy Story	1181	3	974948836
Jumanji	1181	1	976070140
Grumpier old man	1181	1	974858584
Toy Story	1182	3	974853433
Toy Story	1183	5	974853261
Toy Story	1184	4	974855085
Grumpier old man	1184	4	974856566
Toy Story	1193	3	974853178
Toy Story	1196	4	974847907
Toy Story	1198	3	974944939
Toy Story	1202	5	974856993
Jumanji	1202	4	974850100
Toy Story	1203	5	974927279
Jumanji	1203	3	998231547
Toy Story	1207	4	974845574
Jumanji	1207	2	974845134
Toy Story	1211	3	976217489
Toy Story	1215	4	974842274
Grumpier old man	1218	2	975515782
Toy Story	1220	3	974852190
Jumanji	1220	3	974925935
Grumpier old man	1220	4	974927531
Toy Story	1221	5	974840887
Toy Story	1223	5	974838507
Toy Story	1224	5	974908460
Toy Story	1228	4	974837515
Toy Story	1230	4	974835891
Jumanji	1230	4	974917249
Toy Story	1231	4	974837561
Toy Story	1239	5	974832817
Grumpier old man	1241	5	975737688
Toy Story	1242	3	976308358
Toy Story	1243	4	994719642
Jumanji	1244	2	974847735
Grumpier old man	1244	1	975339778
Toy Story	1246	4	975070921
Jumanji	1246	3	1032056272
Grumpier old man	1246	3	974829428
Toy Story	1248	2	974830161
Toy Story	1252	4	976476246
Toy Story	1253	4	974824961
Grumpier old man	1259	4	974820889
Toy Story	1260	3	974926966
Grumpier old man	1261	3	975205002
Toy Story	1263	4	974819816
Toy Story	1264	4	974820256
Jumanji	1264	4	974819506
Grumpier old man	1264	3	974822760
Toy Story	1265	4	1011716691
Jumanji	1265	1	1012103735
Toy Story	1266	5	978744038
Jumanji	1266	3	978746659
Toy Story	1271	5	974815150
Jumanji	1271	3	974817081
Toy Story	1272	5	974815831
Grumpier old man	1272	3	974816894
Toy Story	1273	3	974814927
Toy Story	1274	5	974812923
Toy Story	1276	4	974798665
Toy Story	1279	2	974856657
Toy Story	1280	5	974794978
Toy Story	1283	5	974794375
Toy Story	1284	3	974839384
Grumpier old man	1284	3	974843995
Toy Story	1285	5	974791445
Toy Story	1287	5	977734621
Toy Story	1291	3	974789662
Toy Story	1294	5	974874249
Toy Story	1296	3	974787465
Toy Story	1297	4	974791523
Toy Story	1298	5	974848694
Jumanji	1298	4	974837004
Toy Story	1299	4	974786464
Toy Story	1301	4	974788542
Jumanji	1301	3	974790843
Toy Story	1303	4	974787847
Jumanji	1303	1	974871808
Toy Story	1306	5	974785390
Toy Story	1312	3	974780222
Grumpier old man	1313	3	974779803
Toy Story	1314	1	974785296
Jumanji	1314	4	975534058
Grumpier old man	1314	1	974780193
Grumpier old man	1316	3	974778754
Toy Story	1317	4	974781960
Jumanji	1317	3	974785159
Toy Story	1322	5	974777429
Grumpier old man	1322	3	974778930
Toy Story	1325	5	974777191
Toy Story	1329	4	976832218
Jumanji	1330	2	974776330
Toy Story	1332	5	974776044
Jumanji	1333	2	974777621
Toy Story	1335	4	974819837
Toy Story	1336	5	974946406
Jumanji	1339	1	974870905
Toy Story	1340	5	974781635
Jumanji	1340	2	974781279
Toy Story	1343	5	975367777
Toy Story	1344	4	974773645
Toy Story	1345	5	974773383
Toy Story	1347	4	974772569
Grumpier old man	1347	2	975808090
Toy Story	1348	3	974772540
Jumanji	1348	4	1029730332
Toy Story	1350	5	974774288
Toy Story	1353	4	974771592
Toy Story	1354	4	975458753
Jumanji	1354	4	974775699
Toy Story	1356	1	974771212
Toy Story	1359	5	974770398
Toy Story	1361	4	974770866
Toy Story	1367	5	974768615
Jumanji	1369	2	992376206
Jumanji	1371	5	974847971
Jumanji	1377	3	974771757
Grumpier old man	1377	4	974771511
Toy Story	1380	4	974947737
Jumanji	1380	3	975012310
Toy Story	1381	3	974767191
Toy Story	1383	4	974767975
Toy Story	1387	3	974765459
Toy Story	1389	5	974769291
Jumanji	1389	4	974780700
Toy Story	1390	4	1018907907
Toy Story	1391	5	974769934
Jumanji	1392	4	974766319
Toy Story	1395	3	975005436
Jumanji	1395	1	974764081
Toy Story	1400	5	974766732
Jumanji	1403	4	974763835
Toy Story	1404	3	974764848
Toy Story	1407	5	974762495
Toy Story	1413	5	974844935
Toy Story	1415	4	974760451
Grumpier old man	1419	2	974760685
Toy Story	1421	5	974759962
Jumanji	1421	1	974761230
Toy Story	1422	4	975693028
Jumanji	1422	2	978467973
Grumpier old man	1422	4	975691635
Toy Story	1425	5	976932728
Jumanji	1425	3	975455236
Grumpier old man	1425	4	975784354
Toy Story	1426	4	974762461
Jumanji	1426	3	974763389
Toy Story	1427	5	974842882
Grumpier old man	1427	4	974840419
Grumpier old man	1428	3	975167623
Toy Story	1433	3	974758579
Toy Story	1434	2	974760465
Toy Story	1447	4	981021536
Jumanji	1447	3	981020999
Toy Story	1448	5	976138891
Jumanji	1448	4	976218674
Toy Story	1449	4	975436938
Jumanji	1449	2	976311522
Grumpier old man	1449	2	976908864
Toy Story	1450	4	974768260
Toy Story	1451	4	987047553
Toy Story	1457	4	974756911
Toy Story	1458	5	974755740
Grumpier old man	1461	1	974756468
Grumpier old man	1462	2	974755333
Toy Story	1464	4	974756654
Jumanji	1464	3	974756561
Toy Story	1466	4	974754727
Grumpier old man	1470	2	974753478
Toy Story	1476	5	974752727
Toy Story	1481	5	974754794
Toy Story	1483	2	974755257
Toy Story	1484	4	974752347
Toy Story	1489	2	974759943
Grumpier old man	1489	2	974756362
Toy Story	1491	5	974941422
Toy Story	1493	4	974749429
Jumanji	1494	3	974750176
Grumpier old man	1494	3	974749622
Toy Story	1495	3	974761071
Jumanji	1495	1	974764675
Toy Story	1496	4	974751200
Jumanji	1496	4	974752804
Grumpier old man	1497	3	974749730
Toy Story	1499	4	974849483
Toy Story	1501	4	974930226
Jumanji	1501	4	974931596
Grumpier old man	1501	5	974828828
Toy Story	1502	4	974750290
Jumanji	1502	4	975142809
Grumpier old man	1503	4	974748862
Toy Story	1507	5	974748440
Grumpier old man	1507	3	974748237
Grumpier old man	1509	2	975611265
Grumpier old man	1510	3	974748728
Toy Story	1516	5	974752485
Toy Story	1517	4	974746748
Toy Story	1525	4	974746073
Jumanji	1529	3	974744877
Toy Story	1530	4	974745152
Jumanji	1530	3	985055314
Toy Story	1532	5	974824965
Toy Story	1538	4	974743512
Toy Story	1542	4	974744381
Jumanji	1542	3	974745795
Toy Story	1543	3	974743544
Jumanji	1543	4	974743869
Toy Story	1545	3	974744628
Toy Story	1546	5	974742694
Jumanji	1546	3	974822146
Grumpier old man	1546	3	991410544
Toy Story	1552	4	974742562
Toy Story	1555	5	974743354
Toy Story	1556	5	974748367
Grumpier old man	1556	2	974996937
Jumanji	1557	4	982694205
Grumpier old man	1563	3	974740808
Toy Story	1565	4	974739467
Toy Story	1568	5	974738659
Toy Story	1574	4	974737855
Grumpier old man	1577	3	974738249
Toy Story	1579	4	974929397
Toy Story	1581	3	974749128
Toy Story	1584	4	974736768
Toy Story	1586	5	974735672
Jumanji	1586	4	974736687
Toy Story	1587	3	974740324
Grumpier old man	1587	2	974741600
Toy Story	1588	5	974734893
Toy Story	1592	3	974734433
Jumanji	1592	3	974736348
Toy Story	1593	4	974755105
Toy Story	1594	3	975211713
Grumpier old man	1595	2	974768102
Toy Story	1597	5	978202760
Grumpier old man	1598	3	974733712
Toy Story	1599	5	974732601
Jumanji	1599	3	974734082
Grumpier old man	1599	3	974824594
Jumanji	1600	4	974780142
Toy Story	1601	4	978576171
Toy Story	1605	4	975383578
Jumanji	1605	3	974930708
Grumpier old man	1605	2	975382810
Jumanji	1606	4	974730777
Toy Story	1609	4	974740193
Toy Story	1611	3	980748924
Jumanji	1611	4	985147359
Toy Story	1613	5	974732008
Grumpier old man	1613	4	974734602
Jumanji	1614	3	974729927
Toy Story	1616	4	974732629
Jumanji	1616	3	974729145
Toy Story	1618	4	974728268
Grumpier old man	1624	3	974774219
Toy Story	1628	5	974719615
Grumpier old man	1631	3	974723987
Toy Story	1632	3	974717865
Toy Story	1634	5	974715469
Toy Story	1635	5	974715567
Jumanji	1635	3	974854089
Jumanji	1637	4	974715139
Grumpier old man	1637	1	974714898
Toy Story	1639	4	974773415
Jumanji	1641	4	974715186
Jumanji	1645	4	1042345104
Toy Story	1647	5	974712255
Grumpier old man	1647	1	974804912
Jumanji	1649	3	974712016
Toy Story	1650	4	974715454
Grumpier old man	1652	4	974711685
Toy Story	1655	3	974711162
Jumanji	1655	2	974712051
Toy Story	1657	5	974711303
Toy Story	1658	4	974717290
Grumpier old man	1659	3	974711060
Toy Story	1664	5	974710684
Toy Story	1666	4	974710590
Jumanji	1666	4	974715056
Toy Story	1669	4	974709732
Toy Story	1671	5	974712214
Toy Story	1672	4	974709664
Toy Story	1673	5	974961188
Toy Story	1674	4	974709494
Toy Story	1675	5	975244947
Jumanji	1675	4	975242553
Toy Story	1676	5	974711214
Jumanji	1676	3	974795286
Grumpier old man	1676	4	974800101
Toy Story	1678	5	974712222
Toy Story	1680	4	974712079
Jumanji	1680	4	974839862
Grumpier old man	1680	3	974838162
Grumpier old man	1683	5	974708818
Toy Story	1684	5	974708736
Toy Story	1687	5	974709686
Grumpier old man	1687	4	974708612
Toy Story	1688	4	974708338
Jumanji	1689	4	974710220
Jumanji	1693	2	974707287
Toy Story	1694	3	974708641
Jumanji	1694	3	974711369
Toy Story	1695	5	974708688
